Rank,Institution,All R&D expenditures,Computer and information sciences,"Geosciences, atmospheric sciences, and ocean sciences",Life sciences,Mathematics and statistics,Physical sciences,Psychology,Social sciences,Sciences nec,Engineering,All non-S&E fields,year,FundsSource,
116,Icahn School of Medicine at Mt. Sinai,8231000,0,0,8231000,0,0,0,0,0,0,0,2018,DOD,
117,"Louisiana State U., Baton Rouge",7964000,3115000,180000,3348000,358000,579000,0,0,0,384000,0,2018,DOD,
118,"U. Nebraska, Lincoln",7641000,586000,171000,254000,19000,1350000,338000,37000,0,4859000,27000,2018,DOD,
119,"Auburn U., Auburn",7600000,98000,0,1250000,0,68000,0,0,8000,6176000,0,2018,DOD,
120,Medical C. Wisconsin,7595000,0,0,7595000,0,0,0,0,0,0,0,2018,DOD,
121,Wayne State U.,7380000,0,0,5333000,366000,112000,0,0,0,1551000,18000,2018,DOD,
122,"U. Massachusetts, Medical School",7321000,0,0,7321000,0,0,0,0,0,0,0,2018,DOD,
123,"U. California, Riverside",7179000,719000,0,988000,5000,321000,760000,0,0,4386000,0,2018,DOD,
124,"U. South Florida, Tampa",7137000,1425000,15000,3180000,77000,452000,247000,36000,0,1296000,409000,2018,DOD,
125,U. Texas M. D. Anderson Cancer Center,7034000,0,0,6987000,0,47000,0,0,0,0,0,2018,DOD,
126,Dartmouth C.,7017000,1729000,0,1065000,12000,420000,685000,0,0,3106000,0,2018,DOD,
127,U. Memphis,6912000,5784000,52000,129000,0,0,260000,214000,0,29000,444000,2018,DOD,
128,"U. Illinois, Chicago",6842000,280000,0,4660000,75000,67000,71000,0,0,1272000,417000,2018,DOD,
129,"U. Oklahoma, Norman and Health Science Center",6806000,0,1376000,919000,31000,1185000,287000,327000,0,2367000,314000,2018,DOD,
130,Florida International U.,6798000,925000,502000,613000,0,487000,0,401000,0,3870000,0,2018,DOD,
131,"U. North Texas, Denton",6775000,15000,44000,0,0,506000,750000,0,0,5262000,198000,2018,DOD,
132,U. Texas Southwestern Medical Center,6614000,0,0,6614000,0,0,0,0,0,0,0,2018,DOD,
133,"SUNY, Stony Brook U.",6602000,1484000,158000,1303000,393000,1380000,0,0,60000,1824000,0,2018,DOD,
134,New Mexico Institute of Mining and Technology,6236000,78000,99000,0,95000,62000,0,0,0,5860000,42000,2018,DOD,
135,U. Maine,6232000,0,39000,14000,0,757000,0,0,94000,5328000,0,2018,DOD,
136,Wichita State U.,6181000,0,0,0,0,0,181000,0,0,5942000,58000,2018,DOD,
137,"U. Alaska, Fairbanks",6149000,0,1309000,53000,0,3741000,0,104000,0,942000,0,2018,DOD,
138,Clemson U.,6041000,219000,0,827000,541000,233000,0,7000,0,4214000,0,2018,DOD,
139,"U. Texas Health Science Center, Houston",5909000,0,0,5909000,0,0,0,0,0,0,0,2018,DOD,
140,U. Kansas,5877000,598000,370000,1401000,200000,169000,52000,407000,0,2679000,1000,2018,DOD,
141,Rochester Institute of Technology,5612000,146000,359000,0,77000,1814000,0,0,0,3216000,0,2018,DOD,
142,"U. Nebraska, Medical Center",5580000,0,0,5580000,0,0,0,0,0,0,0,2018,DOD,
143,U. Kentucky,5574000,20000,0,3522000,4000,185000,0,13000,185000,1645000,0,2018,DOD,
144,U. Rhode Island,5307000,0,2275000,531000,0,614000,0,0,0,1193000,694000,2018,DOD,
145,North Carolina Agricultural and Technical State U.,5227000,560000,0,20000,28000,343000,0,0,0,4276000,0,2018,DOD,
146,Colorado School of Mines,5205000,454000,233000,0,40000,805000,0,0,0,3624000,49000,2018,DOD,
147,U. Mississippi,5061000,39000,31000,2250000,19000,2448000,0,0,0,165000,109000,2018,DOD,
148,Old Dominion U.,5035000,94000,2000,720000,1686000,31000,312000,0,0,2156000,34000,2018,DOD,
149,Texas Tech U.,4897000,13000,0,506000,36000,362000,170000,0,0,3754000,56000,2018,DOD,
150,San Diego State U.,4858000,361000,557000,1549000,179000,273000,0,0,0,1840000,99000,2018,DOD,
151,Georgia State U.,4838000,0,0,1307000,143000,2166000,0,690000,0,0,532000,2018,DOD,
152,U. Houston,4811000,769000,0,771000,266000,315000,148000,189000,0,2318000,35000,2018,DOD,
153,"U. South Carolina, Columbia",4799000,99000,160000,398000,303000,0,0,634000,0,3205000,0,2018,DOD,
154,Tulane U.,4702000,1247000,452000,2948000,5000,25000,0,25000,0,0,0,2018,DOD,
155,"U. Texas, San Antonio",4478000,862000,0,1332000,0,513000,169000,125000,0,1477000,0,2018,DOD,
156,"SUNY, Binghamton U.",4442000,250000,0,202000,0,225000,0,0,0,3635000,130000,2018,DOD,
157,"Brigham Young U., Provo",4402000,747000,0,430000,9000,801000,128000,0,0,1297000,990000,2018,DOD,
158,"U. Texas, El Paso",4387000,1012000,5000,162000,0,212000,0,0,344000,2652000,0,2018,DOD,
159,Naval War C.,4384000,0,0,0,0,0,0,4384000,0,0,0,2018,DOD,
160,Syracuse U.,4345000,0,0,118000,0,622000,0,2000,0,3457000,146000,2018,DOD,
161,National Defense U.,4276000,0,0,0,0,0,0,2219000,0,0,2057000,2018,DOD,
162,U. Texas Medical Branch,4220000,0,0,4220000,0,0,0,0,0,0,0,2018,DOD,
163,"Oklahoma State U., Stillwater",4016000,49000,0,811000,36000,120000,0,0,0,3000000,0,2018,DOD,
164,U. Georgia,4002000,108000,110000,2172000,0,427000,194000,179000,0,783000,29000,2018,DOD,
165,Florida Institute of Technology,3857000,1956000,258000,314000,69000,0,361000,0,0,889000,10000,2018,DOD,
166,Worcester Polytechnic Institute,3824000,18000,0,0,394000,0,0,0,0,3406000,6000,2018,DOD,
167,U. New Hampshire,3780000,0,1645000,607000,8000,23000,0,2000,0,1135000,360000,2018,DOD,
168,"U. North Carolina, Charlotte",3756000,862000,0,63000,302000,962000,0,228000,0,1339000,0,2018,DOD,
169,Desert Research Institute,3720000,0,3720000,0,0,0,0,0,0,0,0,2018,DOD,
170,Rockefeller U.,3719000,0,359000,3360000,0,0,0,0,0,0,0,2018,DOD,
171,Albert Einstein C. of Medicine,3657000,0,0,3657000,0,0,0,0,0,0,0,2018,DOD,
172,Southern Methodist U.,3568000,39000,2354000,0,36000,0,0,0,0,1002000,137000,2018,DOD,
173,Kansas State U.,3561000,484000,0,1550000,0,547000,0,46000,0,679000,255000,2018,DOD,
174,"U. Montana, Missoula",3504000,0,0,1984000,0,0,0,1188000,0,0,332000,2018,DOD,
175,"U. Nevada, Reno",3493000,670000,0,2305000,93000,82000,0,218000,0,125000,0,2018,DOD,
176,"U. Maryland, Baltimore County",3466000,488000,0,318000,60000,503000,0,0,0,2097000,0,2018,DOD,
177,Northern Arizona U.,3395000,0,0,3032000,0,79000,0,0,0,284000,0,2018,DOD,
178,Alabama A&M U.,3386000,369000,0,771000,46000,273000,33000,39000,0,1813000,42000,2018,DOD,
179,Scripps Research Institute,3310000,0,0,3310000,0,0,0,0,0,0,0,2018,DOD,
180,Texas State U.,3309000,82000,1996000,74000,0,1087000,0,0,0,70000,0,2018,DOD,
181,"U. Tennessee, Health Science Center",3292000,0,0,3292000,0,0,0,0,0,0,0,2018,DOD,
182,West Virginia U.,3262000,823000,0,199000,1039000,0,0,0,0,1200000,1000,2018,DOD,
183,Youngstown State U.,3199000,0,0,0,0,0,0,0,0,3199000,0,2018,DOD,
184,U. Akron,3153000,0,0,19000,0,403000,0,0,0,2731000,0,2018,DOD,
185,U. New Haven,3118000,51000,0,0,0,0,0,2820000,0,247000,0,2018,DOD,
186,Nova Southeastern U.,3114000,0,894000,1486000,0,0,734000,0,0,0,0,2018,DOD,
187,Medical U. South Carolina,3111000,0,0,3111000,0,0,0,0,0,0,0,2018,DOD,
188,Boston C.,3090000,0,2623000,0,21000,446000,0,0,0,0,0,2018,DOD,
189,U. Louisville,2980000,0,0,1575000,0,104000,0,0,0,1301000,0,2018,DOD,
190,Montana Tech of U. Montana,2973000,0,0,47000,0,0,0,0,0,2926000,0,2018,DOD,
191,Howard U.,2967000,34000,0,207000,53000,115000,221000,130000,0,2207000,0,2018,DOD,
192,"U. California, Santa Cruz",2892000,0,1211000,127000,0,543000,0,174000,0,837000,0,2018,DOD,
193,South Dakota School of Mines and Technology,2868000,0,0,0,73000,121000,0,0,0,2674000,0,2018,DOD,
194,Florida Atlantic U.,2844000,0,0,438000,186000,68000,0,0,0,2152000,0,2018,DOD,
195,U. Oregon,2765000,191000,0,184000,0,513000,773000,138000,0,0,966000,2018,DOD,
196,Jackson State U.,2689000,462000,0,1000,0,831000,0,0,0,1395000,0,2018,DOD,
196,Lehigh U.,2689000,220000,0,0,0,0,0,0,0,2466000,3000,2018,DOD,
198,U. Idaho,2677000,160000,3000,1439000,0,284000,0,0,0,791000,0,2018,DOD,
199,Cleveland State U.,2676000,0,0,1404000,0,0,0,0,0,1272000,0,2018,DOD,
200,Thomas Jefferson U.,2567000,0,0,2567000,0,0,0,0,0,0,0,2018,DOD,
201,"U. Alabama, Tuscaloosa",2503000,0,0,0,0,211000,0,239000,0,2015000,38000,2018,DOD,
202,Portland State U.,2494000,97000,0,206000,237000,0,432000,0,0,1467000,55000,2018,DOD,
203,U. Toledo,2479000,0,0,727000,0,1128000,0,0,0,624000,0,2018,DOD,
204,"U. Nevada, Las Vegas",2323000,395000,102000,710000,0,447000,75000,0,0,594000,0,2018,DOD,
205,Missouri U. of Science and Technology,2311000,254000,0,0,0,46000,0,0,0,2011000,0,2018,DOD,
206,Missouri State U.,2200000,0,0,0,0,0,0,0,0,2200000,0,2018,DOD,
207,Loma Linda U.,2109000,0,0,2109000,0,0,0,0,0,0,0,2018,DOD,
208,"U. Arkansas, Little Rock",2100000,895000,0,1205000,0,0,0,0,0,0,0,2018,DOD,
209,"U. Missouri, Kansas City",2044000,35000,0,34000,0,899000,0,0,0,1076000,0,2018,DOD,
210,Clarkson U.,2010000,1000,0,291000,355000,0,0,0,0,1281000,82000,2018,DOD,
211,"U. Arkansas, Fayetteville",1991000,0,0,241000,0,939000,0,0,0,811000,0,2018,DOD,
212,"SUNY, Upstate Medical U.",1971000,0,0,1971000,0,0,0,0,0,0,0,2018,DOD,
213,Dakota State U.,1964000,1964000,0,0,0,0,0,0,0,0,0,2018,DOD,
214,"U. California, Merced",1900000,41000,0,0,352000,1121000,0,108000,0,278000,0,2018,DOD,
215,Embry-Riddle Aeronautical U.,1757000,0,0,0,0,0,0,0,0,1757000,0,2018,DOD,
216,C. of William and Mary and Virginia Institute of Marine Science,1755000,137000,405000,16000,19000,465000,0,30000,0,0,683000,2018,DOD,
217,U. Vermont,1694000,182000,0,153000,0,18000,0,0,0,1341000,0,2018,DOD,
218,"U. Massachusetts, Dartmouth",1667000,83000,54000,24000,82000,3000,0,0,0,1421000,0,2018,DOD,
219,"SUNY, U. Albany",1567000,408000,269000,587000,18000,0,116000,100000,0,0,69000,2018,DOD,
220,"California State U., San Bernardino",1548000,1062000,0,412000,0,0,0,59000,0,0,15000,2018,DOD,
221,Prairie View A&M U.,1489000,0,0,0,0,0,0,0,0,1489000,0,2018,DOD,
222,"Southern Illinois U., Carbondale",1463000,0,64000,1037000,0,229000,0,0,0,133000,0,2018,DOD,
223,Cold Spring Harbor Laboratory,1454000,0,0,1454000,0,0,0,0,0,0,0,2018,DOD,
224,Norfolk State U.,1424000,923000,0,0,0,498000,0,0,0,0,3000,2018,DOD,
224,North Dakota State U.,1424000,0,0,107000,0,997000,0,45000,0,275000,0,2018,DOD,
226,Hampton U.,1409000,56000,106000,234000,0,280000,0,0,0,686000,47000,2018,DOD,
227,Boise State U.,1406000,0,72000,533000,0,70000,0,182000,0,522000,27000,2018,DOD,
228,U. New Orleans,1320000,678000,0,0,0,474000,0,0,0,168000,0,2018,DOD,
229,Claremont Graduate U.,1301000,221000,0,253000,45000,0,12000,14000,0,749000,7000,2018,DOD,
230,"Indiana U.-Purdue U., Indianapolis",1281000,87000,0,531000,0,195000,0,0,0,468000,0,2018,DOD,
231,Morgan State U.,1233000,210000,0,87000,223000,78000,0,0,0,635000,0,2018,DOD,
232,Charles R. Drew U. of Medicine and Science,1232000,0,0,1232000,0,0,0,0,0,0,0,2018,DOD,
233,"Rutgers, State U. New Jersey, Newark",1200000,481000,175000,338000,0,0,0,0,0,0,206000,2018,DOD,
234,Illinois Institute of Technology,1164000,321000,0,137000,4000,146000,0,0,0,556000,0,2018,DOD,
235,U. Arkansas for Medical Sciences,1163000,0,0,1163000,0,0,0,0,0,0,0,2018,DOD,
236,U. Guam,1145000,0,100000,1045000,0,0,0,0,0,0,0,2018,DOD,
237,"California State U., San Marcos",1111000,437000,0,0,0,330000,0,0,0,344000,0,2018,DOD,
238,"CUNY, City C.",1095000,83000,0,0,180000,508000,0,0,0,290000,34000,2018,DOD,
239,"U. Tennessee, Knoxville, Institute of Agriculture",1086000,0,0,1060000,0,0,0,0,3000,23000,0,2018,DOD,
240,Delaware State U.,1061000,0,0,0,172000,496000,0,0,0,177000,216000,2018,DOD,
241,"U. Missouri, Saint Louis",1045000,0,0,800000,0,0,0,0,0,0,245000,2018,DOD,
242,"U. Puerto Rico, Mayaguez",1043000,0,0,0,0,223000,0,0,0,820000,0,2018,DOD,
243,"California State U., Northridge",1020000,0,0,0,232000,480000,0,0,0,308000,0,2018,DOD,
244,New School,1006000,0,0,0,0,0,948000,0,58000,0,0,2018,DOD,
245,"Palmer C. of Chiropractic, Davenport",1000000,0,0,1000000,0,0,0,0,0,0,0,2018,DOD,
246,San Jose State U.,968000,1000,812000,0,0,0,0,0,0,155000,0,2018,DOD,
247,U. North Dakota,966000,0,237000,683000,0,0,46000,0,0,0,0,2018,DOD,
248,Rowan U.,945000,5000,0,0,0,0,0,70000,0,870000,0,2018,DOD,
249,Towson U.,943000,172000,335000,0,0,436000,0,0,0,0,0,2018,DOD,
250,Ohio U.,937000,0,0,69000,0,102000,0,0,0,766000,0,2018,DOD,
251,Tennessee State U.,929000,204000,0,0,0,0,0,0,0,725000,0,2018,DOD,
252,U. Tulsa,922000,800000,0,0,0,86000,0,0,0,36000,0,2018,DOD,
253,"California State U., Bakersfield",887000,0,0,254000,0,0,0,0,0,633000,0,2018,DOD,
254,"California Polytechnic State U., San Luis Obispo",879000,21000,82000,0,0,0,0,0,0,776000,0,2018,DOD,
255,U. Wyoming,874000,174000,0,237000,0,0,0,205000,0,258000,0,2018,DOD,
256,"U. Massachusetts, Boston",872000,0,0,356000,0,145000,0,0,0,371000,0,2018,DOD,
257,Baylor U.,861000,0,0,44000,0,321000,0,0,0,496000,0,2018,DOD,
258,Kent State U.,855000,0,0,299000,0,445000,0,80000,0,31000,0,2018,DOD,
259,U. Colorado Colorado Springs,850000,312000,0,0,0,0,162000,0,13000,333000,30000,2018,DOD,
260,Tennessee Technological U.,849000,99000,0,0,0,0,0,0,0,629000,121000,2018,DOD,
261,Augusta U.,845000,0,0,845000,0,0,0,0,0,0,0,2018,DOD,
262,U. West Florida,837000,396000,0,0,0,0,0,0,0,0,441000,2018,DOD,
263,"California State Polytechnic U., Pomona",823000,0,31000,0,193000,599000,0,0,0,0,0,2018,DOD,
264,Bryn Mawr C.,810000,0,0,0,0,0,0,0,0,0,810000,2018,DOD,
265,"CUNY, Advanced Science Research Center",800000,0,0,0,0,243000,0,0,0,557000,0,2018,DOD,
266,U. Wisconsin-Milwaukee,752000,0,0,0,8000,17000,0,0,0,727000,0,2018,DOD,
267,Texas A&M U.-Corpus Christi,746000,0,63000,85000,0,0,0,0,0,598000,0,2018,DOD,
268,Saint Louis U.,739000,0,0,739000,0,0,0,0,0,0,0,2018,DOD,
269,Savannah State U.,714000,0,0,356000,0,51000,0,0,0,307000,0,2018,DOD,
270,Western Michigan U. and Homer Stryker M.D. School of Medicine,708000,0,0,66000,0,0,0,0,0,642000,0,2018,DOD,
271,U. of the Incarnate Word,706000,0,0,138000,0,568000,0,0,0,0,0,2018,DOD,
272,Rosalind Franklin U. of Medicine and Science,691000,0,0,691000,0,0,0,0,0,0,0,2018,DOD,
273,Alfred U.,633000,0,0,0,0,0,0,0,0,633000,0,2018,DOD,
274,U. Texas Rio Grande Valley,610000,0,0,0,0,0,0,0,0,610000,0,2018,DOD,
275,"Texas Tech U., Health Sciences Center",601000,0,0,601000,0,0,0,0,0,0,0,2018,DOD,
276,Albany Medical C.,595000,0,0,595000,0,0,0,0,0,0,0,2018,DOD,
277,Haverford C.,576000,0,0,0,0,576000,0,0,0,0,0,2018,DOD,
278,U. South Alabama,567000,4000,0,224000,0,172000,0,0,0,167000,0,2018,DOD,
279,Clark Atlanta U.,566000,0,0,424000,0,142000,0,0,0,0,0,2018,DOD,
280,Florida A&M U.,561000,0,0,19000,0,273000,0,0,0,269000,0,2018,DOD,
281,"Loyola U., Chicago",555000,0,0,555000,0,0,0,0,0,0,0,2018,DOD,
282,Chapman U.,552000,0,0,199000,0,353000,0,0,0,0,0,2018,DOD,
283,Fisk U.,544000,0,0,294000,0,125000,125000,0,0,0,0,2018,DOD,
284,Wesleyan U.,535000,0,0,0,175000,360000,0,0,0,0,0,2018,DOD,
285,Brandeis U.,532000,423000,0,3000,0,106000,0,0,0,0,0,2018,DOD,
285,Fayetteville State U.,532000,0,0,97000,0,300000,0,135000,0,0,0,2018,DOD,
287,Western Illinois U.,530000,0,0,0,0,0,0,0,0,530000,0,2018,DOD,
288,U. Houston-Downtown,520000,520000,0,0,0,0,0,0,0,0,0,2018,DOD,
289,Creighton U.,506000,150000,28000,166000,31000,106000,9000,13000,0,0,3000,2018,DOD,
290,Rush U.,502000,0,0,502000,0,0,0,0,0,0,0,2018,DOD,
291,South Dakota State U.,485000,0,0,25000,34000,226000,0,0,0,200000,0,2018,DOD,
292,"U. Nebraska, Omaha",482000,137000,0,185000,0,0,118000,15000,0,0,27000,2018,DOD,
293,Villanova U.,475000,156000,0,0,20000,0,0,0,0,299000,0,2018,DOD,
294,Catholic U. of America,472000,0,0,305000,0,0,12000,33000,0,108000,14000,2018,DOD,
295,"U. North Carolina, Wilmington",470000,0,24000,214000,0,0,0,0,0,196000,36000,2018,DOD,
296,"Purdue U., Northwest",465000,445000,0,0,0,0,0,0,0,0,20000,2018,DOD,
297,"California State U., Long Beach",452000,0,0,0,0,0,0,0,0,452000,0,2018,DOD,
298,Louisiana Tech U.,444000,16000,0,0,0,50000,0,0,0,362000,16000,2018,DOD,
299,Fordham U.,441000,282000,0,0,0,0,159000,0,0,0,0,2018,DOD,
299,"U. Louisiana, Lafayette",441000,0,0,0,0,0,0,407000,0,0,34000,2018,DOD,
301,"California State U., Fresno",431000,0,0,0,0,0,0,0,0,431000,0,2018,DOD,
302,Van Andel Research Institute,426000,0,0,426000,0,0,0,0,0,0,0,2018,DOD,
303,"CUNY, Hunter C.",422000,0,0,199000,0,223000,0,0,0,0,0,2018,DOD,
304,Canisius C.,412000,0,0,0,0,0,0,0,412000,0,0,2018,DOD,
304,"SUNY, Downstate Medical Center",412000,0,0,412000,0,0,0,0,0,0,0,2018,DOD,
306,U. Denver,406000,0,0,53000,9000,0,16000,328000,0,0,0,2018,DOD,
307,Marquette U.,402000,0,0,0,0,0,0,0,0,383000,19000,2018,DOD,
308,"Texas Tech U., Health Sciences Center, El Paso",398000,0,0,398000,0,0,0,0,0,0,0,2018,DOD,
309,"U. Puerto Rico, Rio Piedras",386000,0,0,0,144000,242000,0,0,0,0,0,2018,DOD,
310,San Francisco State U.,373000,0,0,0,0,322000,0,0,0,51000,0,2018,DOD,
311,"Louisiana State U., Health Sciences Center, New Orleans",361000,0,0,361000,0,0,0,0,0,0,0,2018,DOD,
312,Dillard U.,352000,0,0,0,0,352000,0,0,0,0,0,2018,DOD,
313,"Southern U. and A&M C., Baton Rouge",350000,0,0,0,0,95000,0,0,0,195000,60000,2018,DOD,
314,U. Maryland Center for Environmental Science,348000,0,192000,156000,0,0,0,0,0,0,0,2018,DOD,
315,American U.,346000,0,0,0,230000,0,0,0,108000,0,8000,2018,DOD,
316,"U. North Texas, Health Science Center",340000,0,0,340000,0,0,0,0,0,0,0,2018,DOD,
317,Duquesne U.,338000,0,0,338000,0,0,0,0,0,0,0,2018,DOD,
318,U. Northern Iowa,333000,0,0,0,0,333000,0,0,0,0,0,2018,DOD,
319,Benedict C.,324000,0,0,0,0,324000,0,0,0,0,0,2018,DOD,
320,Marshall U.,318000,2000,0,161000,0,152000,0,0,0,3000,0,2018,DOD,
321,U. North Georgia,308000,0,0,0,0,48000,0,0,0,0,260000,2018,DOD,
322,East Carolina U.,295000,19000,0,218000,0,0,0,0,0,18000,40000,2018,DOD,
323,Clark U.,292000,0,59000,0,0,0,95000,138000,0,0,0,2018,DOD,
324,Idaho State U.,287000,0,0,12000,0,203000,0,0,0,72000,0,2018,DOD,
324,Oakland U.,287000,72000,0,7000,20000,188000,0,0,0,0,0,2018,DOD,
326,"Louisiana State U., Health Sciences Center, Shreveport",282000,0,0,282000,0,0,0,0,0,0,0,2018,DOD,
327,Calvin C.,269000,0,0,0,137000,132000,0,0,0,0,0,2018,DOD,
328,"CUNY, Queens C.",260000,168000,0,0,60000,32000,0,0,0,0,0,2018,DOD,
329,Ball State U.,257000,163000,0,94000,0,0,0,0,0,0,0,2018,DOD,
329,"U. Tennessee, Chattanooga",257000,39000,0,0,0,0,10000,0,0,208000,0,2018,DOD,
331,Lafayette C.,254000,82000,0,0,172000,0,0,0,0,0,0,2018,DOD,
332,"Toyota Technological Institute, Chicago",251000,251000,0,0,0,0,0,0,0,0,0,2018,DOD,
333,"California State U., Fullerton",243000,45000,0,198000,0,0,0,0,0,0,0,2018,DOD,
334,North Carolina Central U.,235000,0,46000,70000,0,119000,0,0,0,0,0,2018,DOD,
335,Western Washington U.,234000,97000,0,0,0,0,0,0,0,137000,0,2018,DOD,
336,Central Michigan U.,227000,0,0,0,0,227000,0,0,0,0,0,2018,DOD,
337,Montclair State U.,219000,88000,0,131000,0,0,0,0,0,0,0,2018,DOD,
338,"Southern Illinois U., Edwardsville",217000,0,0,0,0,217000,0,0,0,0,0,2018,DOD,
339,Fort Valley State U.,216000,216000,0,0,0,0,0,0,0,0,0,2018,DOD,
340,"CUNY, Medgar Evers C.",215000,0,0,0,0,215000,0,0,0,0,0,2018,DOD,
341,"Pennsylvania State U., Harrisburg",214000,31000,0,59000,11000,11000,0,0,0,102000,0,2018,DOD,
341,"U. North Carolina, Greensboro",214000,0,0,177000,37000,0,0,0,0,0,0,2018,DOD,
343,Sam Houston State U.,206000,0,0,0,0,206000,0,0,0,0,0,2018,DOD,
344,Bowie State U.,198000,198000,0,0,0,0,0,0,0,0,0,2018,DOD,
345,"California State U., Los Angeles",197000,0,0,0,0,83000,0,0,0,114000,0,2018,DOD,
346,"CUNY, New York City C. of Technology",188000,33000,0,0,70000,10000,0,0,0,75000,0,2018,DOD,
347,"U. Washington, Bothell",186000,65000,0,0,0,0,0,0,0,0,121000,2018,DOD,
348,Langston U.,185000,0,0,0,0,0,0,0,0,185000,0,2018,DOD,
349,St. Cloud State U.,177000,177000,0,0,0,0,0,0,0,0,0,2018,DOD,
349,West Chester U. Pennsylvania,177000,0,0,146000,0,31000,0,0,0,0,0,2018,DOD,
351,U. Wisconsin-Oshkosh,176000,15000,9000,35000,2000,12000,2000,1000,2000,97000,1000,2018,DOD,
352,Austin Peay State U.,174000,0,0,174000,0,0,0,0,0,0,0,2018,DOD,
352,U. North Florida,174000,0,0,0,0,0,0,76000,0,98000,0,2018,DOD,
354,"CUNY, Baruch C.",169000,0,0,169000,0,0,0,0,0,0,0,2018,DOD,
355,Smith C.,164000,54000,0,110000,0,0,0,0,0,0,0,2018,DOD,
356,Miami U.,159000,0,1000,0,0,0,40000,0,0,118000,0,2018,DOD,
357,Georgia Southern U.,154000,7000,0,0,0,0,0,0,147000,0,0,2018,DOD,
358,Winston-Salem State U.,150000,0,0,0,0,0,0,150000,0,0,0,2018,DOD,
359,Eastern Michigan U.,144000,0,0,0,0,144000,0,0,0,0,0,2018,DOD,
360,Northern Illinois U.,142000,0,0,0,0,0,28000,0,0,114000,0,2018,DOD,
360,U. of the District of Columbia,142000,0,0,0,0,0,0,0,0,142000,0,2018,DOD,
362,Lawrence Technological U.,139000,0,0,0,0,0,0,0,0,139000,0,2018,DOD,
362,Western U. of Health Sciences,139000,0,0,139000,0,0,0,0,0,0,0,2018,DOD,
364,Grambling State U.,137000,0,0,0,0,137000,0,0,0,0,0,2018,DOD,
365,"Indiana U.-Purdue U., Fort Wayne",136000,25000,0,111000,0,0,0,0,0,0,0,2018,DOD,
365,Saginaw Valley State U.,136000,0,0,0,0,0,0,0,0,136000,0,2018,DOD,
365,"SUNY, C. Plattsburgh",136000,0,0,136000,0,0,0,0,0,0,0,2018,DOD,
368,Colgate U.,135000,135000,0,0,0,0,0,0,0,0,0,2018,DOD,
369,Keck Graduate Institute,126000,25000,0,28000,5000,0,1000,2000,0,63000,2000,2018,DOD,
370,Jacksonville State U.,120000,120000,0,0,0,0,0,0,0,0,0,2018,DOD,
371,"U. Alaska, Anchorage",116000,0,0,0,0,0,0,91000,22000,0,3000,2018,DOD,
372,Santa Clara U.,113000,73000,0,0,0,0,0,32000,0,8000,0,2018,DOD,
373,"Arkansas State U., Jonesboro",111000,0,0,0,0,111000,0,0,0,0,0,2018,DOD,
374,"California State U., Sacramento",103000,0,0,0,0,0,0,103000,0,0,0,2018,DOD,
375,Illinois State U.,101000,0,0,0,8000,55000,0,0,0,0,38000,2018,DOD,
375,"U. Arkansas, Pine Bluff",101000,0,0,100000,0,1000,0,0,0,0,0,2018,DOD,
377,"U. North Carolina, general administration",98000,0,0,49000,0,0,0,0,0,49000,0,2018,DOD,
378,U. Richmond,97000,0,0,0,97000,0,0,0,0,0,0,2018,DOD,
379,Tuskegee U.,96000,0,0,8000,0,0,0,0,0,88000,0,2018,DOD,
379,U. Wisconsin-Stevens Point,96000,15000,7000,32000,2000,11000,1000,1000,0,26000,1000,2018,DOD,
381,Plymouth State U.,95000,0,95000,0,0,0,0,0,0,0,0,2018,DOD,
