Rank,Institution,All R&D expenditures,Computer and information sciences,"Geosciences, atmospheric sciences, and ocean sciences",Life sciences,Mathematics and statistics,Physical sciences,Psychology,Social sciences,Sciences nec,Engineering,All non-S&E fields,FundsSource,State,system,HBC,HHE,year
210,California Maritime Academy,1537000,0,3000,0,0,0,0,0,0,1534000,0,Business,California,Public,No,No,2017
616,California Maritime Academy,225000,0,0,0,0,19000,0,0,0,206000,0,FedGovFunds,California,Public,No,No,2017
569,California Maritime Academy,110000,0,10000,4000,0,10000,0,10000,0,71000,5000,InstitutionalFunds,California,Public,No,No,2017
471,California Maritime Academy,49000,0,0,0,0,0,0,0,0,49000,0,StateLocalGov,California,Public,No,No,2017
212,Embry-Riddle Aeronautical U.,1460000,82000,10000,24000,0,57000,32000,0,19000,1229000,7000,Business,Florida,Private,No,No,2017
266,Embry-Riddle Aeronautical U.,10525000,178000,179000,0,0,776000,0,106000,149000,9113000,24000,FedGovFunds,Florida,Private,No,No,2017
386,Embry-Riddle Aeronautical U.,1195000,20000,0,0,172000,4000,0,75000,15000,738000,171000,InstitutionalFunds,Florida,Private,No,No,2017
537,Embry-Riddle Aeronautical U.,25000,0,0,0,0,0,0,0,0,25000,0,Nonprofit,Florida,Private,No,No,2017
417,Embry-Riddle Aeronautical U.,130000,0,0,0,0,12000,0,0,0,118000,0,StateLocalGov,Florida,Private,No,No,2017
213,"U. North Texas, Denton",1447000,126000,42000,310000,0,224000,0,0,0,594000,151000,Business,Texas,Public,No,Yes,2017
231,"U. North Texas, Denton",15668000,1521000,514000,2268000,94000,2644000,597000,462000,0,5943000,1625000,FedGovFunds,Texas,Public,No,Yes,2017
167,"U. North Texas, Denton",23944000,915000,51000,5425000,129000,3220000,1075000,1140000,0,5665000,6324000,InstitutionalFunds,Texas,Public,No,Yes,2017
187,"U. North Texas, Denton",2089000,24000,91000,1044000,93000,336000,91000,61000,0,148000,201000,Nonprofit,Texas,Public,No,Yes,2017
299,"U. North Texas, Denton",641000,0,0,227000,0,0,0,234000,0,135000,45000,StateLocalGov,Texas,Public,No,Yes,2017
225,Rowan U.,1162000,338000,0,0,47000,401000,0,0,0,376000,0,Business,New Jersey,Public,No,No,2017
295,Rowan U.,7110000,18000,70000,4192000,0,296000,162000,72000,0,2300000,0,FedGovFunds,New Jersey,Public,No,No,2017
319,Rowan U.,2753000,79000,37000,1589000,9000,162000,157000,0,0,597000,123000,InstitutionalFunds,New Jersey,Public,No,No,2017
250,Rowan U.,966000,0,65000,313000,0,35000,0,0,0,530000,23000,Nonprofit,New Jersey,Public,No,No,2017
271,Rowan U.,865000,0,0,475000,0,0,131000,0,0,259000,0,StateLocalGov,New Jersey,Public,No,No,2017
231,Pittsburg State U.,1074000,0,0,0,0,0,0,0,0,1074000,0,Business,Kansas,Public (Kansas Board of Regents),No,No,2017
605,Pittsburg State U.,316000,0,0,84000,0,33000,0,186000,0,13000,0,FedGovFunds,Kansas,Public (Kansas Board of Regents),No,No,2017
428,Pittsburg State U.,159000,0,0,4000,0,0,0,0,0,155000,0,Nonprofit,Kansas,Public (Kansas Board of Regents),No,No,2017
292,Pittsburg State U.,706000,0,0,15000,0,0,0,0,0,691000,0,StateLocalGov,Kansas,Public (Kansas Board of Regents),No,No,2017
233,Marshall U.,1041000,9000,0,579000,0,0,0,0,0,0,453000,Business,West Virginia,Public (West Virginia Higher Education Policy Commission),No,No,2017
277,Marshall U.,9064000,409000,0,7854000,64000,234000,24000,0,0,451000,28000,FedGovFunds,West Virginia,Public (West Virginia Higher Education Policy Commission),No,No,2017
270,Marshall U.,5348000,47000,48000,3177000,67000,527000,5000,0,31000,759000,687000,InstitutionalFunds,West Virginia,Public (West Virginia Higher Education Policy Commission),No,No,2017
204,Marshall U.,1691000,4000,0,1348000,0,30000,0,0,52000,64000,193000,Nonprofit,West Virginia,Public (West Virginia Higher Education Policy Commission),No,No,2017
249,Marshall U.,1204000,0,10000,487000,0,59000,0,0,17000,67000,564000,StateLocalGov,West Virginia,Public (West Virginia Higher Education Policy Commission),No,No,2017
234,North Carolina Central U.,1020000,0,0,516000,0,0,0,0,11000,0,493000,Business,North Carolina,Public (U. North Carolina),Yes,No,2017
251,North Carolina Central U.,11977000,0,350000,5484000,262000,4012000,0,519000,0,0,1350000,FedGovFunds,North Carolina,Public (U. North Carolina),Yes,No,2017
271,North Carolina Central U.,854000,0,0,431000,0,7000,0,15000,0,0,401000,Nonprofit,North Carolina,Public (U. North Carolina),Yes,No,2017
370,North Carolina Central U.,268000,0,45000,37000,0,0,0,0,0,0,186000,StateLocalGov,North Carolina,Public (U. North Carolina),Yes,No,2017
234,Seton Hall U.,1020000,0,0,0,0,0,0,0,0,0,1020000,Business,New Jersey,Private,No,No,2017
416,Seton Hall U.,1982000,0,0,850000,0,0,0,0,0,0,1132000,FedGovFunds,New Jersey,Private,No,No,2017
192,Seton Hall U.,1990000,0,0,0,0,0,0,0,0,0,1990000,Nonprofit,New Jersey,Private,No,No,2017
198,Seton Hall U.,2280000,0,0,0,0,0,0,0,0,0,2280000,StateLocalGov,New Jersey,Private,No,No,2017
243,U. West Florida,926000,4000,18000,102000,3000,0,34000,4000,0,0,761000,Business,Florida,Public (State U. Florida Board of Governors),No,No,2017
271,U. West Florida,10127000,44000,0,317000,9000,353000,63000,7000,0,0,9334000,FedGovFunds,Florida,Public (State U. Florida Board of Governors),No,No,2017
177,U. West Florida,20114000,397000,24000,1786000,1000,126000,40000,6286000,0,20000,11434000,InstitutionalFunds,Florida,Public (State U. Florida Board of Governors),No,No,2017
252,U. West Florida,946000,0,0,93000,27000,9000,6000,2000,0,15000,794000,Nonprofit,Florida,Public (State U. Florida Board of Governors),No,No,2017
171,U. West Florida,2941000,12000,0,233000,0,0,7000,2419000,0,0,270000,StateLocalGov,Florida,Public (State U. Florida Board of Governors),No,No,2017
246,Texas State U.,910000,16000,0,282000,8000,230000,0,61000,0,313000,0,Business,Texas,Public,No,Yes,2017
200,Texas State U.,25132000,1027000,844000,2302000,235000,2820000,21000,1626000,32000,1832000,14393000,FedGovFunds,Texas,Public,No,Yes,2017
170,Texas State U.,22851000,1602000,1208000,2361000,175000,444000,54000,910000,3529000,1532000,11036000,InstitutionalFunds,Texas,Public,No,Yes,2017
134,Texas State U.,5177000,30000,878000,877000,103000,114000,1000,386000,15000,371000,2402000,Nonprofit,Texas,Public,No,Yes,2017
111,Texas State U.,6671000,0,281000,1639000,0,63000,0,0,57000,200000,4431000,StateLocalGov,Texas,Public,No,Yes,2017
247,"Purdue U., Northwest",904000,14000,0,14000,0,0,0,0,0,855000,21000,Business,Indiana,Public,No,No,2017
349,"Purdue U., Northwest",4024000,287000,0,106000,96000,212000,0,0,58000,1459000,1806000,FedGovFunds,Indiana,Public,No,No,2017
315,"Purdue U., Northwest",2845000,19000,0,437000,111000,14000,15000,0,89000,462000,1698000,InstitutionalFunds,Indiana,Public,No,No,2017
394,"Purdue U., Northwest",232000,0,0,2000,39000,3000,0,0,0,78000,110000,Nonprofit,Indiana,Public,No,No,2017
267,"Purdue U., Northwest",919000,0,0,234000,263000,0,0,0,3000,50000,369000,StateLocalGov,Indiana,Public,No,No,2017
249,U. Colorado Colorado Springs,887000,0,0,0,0,658000,0,0,61000,110000,58000,Business,Colorado,Public,No,No,2017
339,U. Colorado Colorado Springs,4525000,1731000,109000,454000,106000,78000,934000,0,36000,819000,258000,FedGovFunds,Colorado,Public,No,No,2017
473,U. Colorado Colorado Springs,506000,30000,15000,12000,2000,46000,15000,31000,62000,63000,230000,InstitutionalFunds,Colorado,Public,No,No,2017
411,U. Colorado Colorado Springs,195000,6000,0,0,0,2000,2000,0,129000,0,56000,Nonprofit,Colorado,Public,No,No,2017
312,U. Colorado Colorado Springs,567000,0,0,0,0,23000,50000,27000,0,0,467000,StateLocalGov,Colorado,Public,No,No,2017
256,Texas A&M U.-Kingsville,734000,0,0,638000,0,0,0,0,0,96000,0,Business,Texas,Public,No,Yes,2017
291,Texas A&M U.-Kingsville,7869000,0,94000,4291000,0,68000,113000,0,0,1261000,2042000,FedGovFunds,Texas,Public,No,Yes,2017
284,Texas A&M U.-Kingsville,4462000,0,629000,2212000,1000,18000,12000,0,170000,729000,691000,InstitutionalFunds,Texas,Public,No,Yes,2017
141,Texas A&M U.-Kingsville,4628000,0,83000,4404000,0,66000,0,0,0,30000,45000,Nonprofit,Texas,Public,No,Yes,2017
128,Texas A&M U.-Kingsville,4940000,0,611000,3537000,19000,18000,38000,1000,0,221000,495000,StateLocalGov,Texas,Public,No,Yes,2017
257,Florida A&M U.,724000,0,0,433000,0,116000,0,0,0,175000,0,Business,Florida,Public (State U. Florida Board of Governors),Yes,No,2017
178,Florida A&M U.,30383000,573000,2766000,17628000,68000,3244000,430000,0,1073000,2117000,2484000,FedGovFunds,Florida,Public (State U. Florida Board of Governors),Yes,No,2017
275,Florida A&M U.,4957000,0,176000,3121000,0,141000,61000,9000,82000,100000,1267000,InstitutionalFunds,Florida,Public (State U. Florida Board of Governors),Yes,No,2017
392,Florida A&M U.,247000,8000,0,9000,0,0,0,29000,3000,0,198000,Nonprofit,Florida,Public (State U. Florida Board of Governors),Yes,No,2017
244,Florida A&M U.,1267000,13000,0,556000,0,0,0,0,0,93000,605000,StateLocalGov,Florida,Public (State U. Florida Board of Governors),Yes,No,2017
262,"Louisiana State U., Health Sciences Center - Shreveport",708000,0,0,708000,0,0,0,0,0,0,0,Business,Louisiana,Public (State of Louisiana Board of Regents),No,No,2017
298,"Louisiana State U., Health Sciences Center - Shreveport",7055000,0,0,7055000,0,0,0,0,0,0,0,FedGovFunds,Louisiana,Public (State of Louisiana Board of Regents),No,No,2017
219,"Louisiana State U., Health Sciences Center - Shreveport",9619000,0,0,9619000,0,0,0,0,0,0,0,InstitutionalFunds,Louisiana,Public (State of Louisiana Board of Regents),No,No,2017
136,"Louisiana State U., Health Sciences Center - Shreveport",5009000,0,0,5009000,0,0,0,0,0,0,0,Nonprofit,Louisiana,Public (State of Louisiana Board of Regents),No,No,2017
402,"Louisiana State U., Health Sciences Center - Shreveport",169000,0,0,169000,0,0,0,0,0,0,0,StateLocalGov,Louisiana,Public (State of Louisiana Board of Regents),No,No,2017
263,"U. Texas Health Science Center, Tyler",698000,0,0,698000,0,0,0,0,0,0,0,Business,Texas,Public,No,No,2017
313,"U. Texas Health Science Center, Tyler",5792000,0,0,5792000,0,0,0,0,0,0,0,FedGovFunds,Texas,Public,No,No,2017
267,"U. Texas Health Science Center, Tyler",5428000,0,0,5428000,0,0,0,0,0,0,0,InstitutionalFunds,Texas,Public,No,No,2017
181,"U. Texas Health Science Center, Tyler",2232000,0,0,2232000,0,0,0,0,0,0,0,Nonprofit,Texas,Public,No,No,2017
202,"U. Texas Health Science Center, Tyler",2142000,0,0,2142000,0,0,0,0,0,0,0,StateLocalGov,Texas,Public,No,No,2017
265,"SUNY, C. of Optometry",661000,0,0,661000,0,0,0,0,0,0,0,Business,New York,Public,No,No,2017
410,"SUNY, C. of Optometry",2073000,0,0,2073000,0,0,0,0,0,0,0,FedGovFunds,New York,Public,No,No,2017
490,"SUNY, C. of Optometry",454000,0,0,454000,0,0,0,0,0,0,0,InstitutionalFunds,New York,Public,No,No,2017
452,"SUNY, C. of Optometry",116000,0,0,116000,0,0,0,0,0,0,0,Nonprofit,New York,Public,No,No,2017
269,"Pennsylvania State U., Behrend",649000,61000,11000,6000,6000,12000,0,0,0,553000,0,Business,Pennsylvania,Public,No,No,2017
430,"Pennsylvania State U., Behrend",1670000,25000,1288000,27000,27000,54000,0,12000,0,225000,12000,FedGovFunds,Pennsylvania,Public,No,No,2017
432,"Pennsylvania State U., Behrend",801000,28000,22000,76000,23000,46000,45000,48000,0,373000,140000,InstitutionalFunds,Pennsylvania,Public,No,No,2017
365,"Pennsylvania State U., Behrend",320000,0,320000,0,0,0,0,0,0,0,0,Nonprofit,Pennsylvania,Public,No,No,2017
345,"Pennsylvania State U., Behrend",364000,0,244000,30000,0,0,17000,19000,0,0,54000,StateLocalGov,Pennsylvania,Public,No,No,2017
271,St. Cloud State U.,628000,16000,1000,209000,23000,1000,0,94000,0,68000,216000,Business,Minnesota,Public,No,No,2017
572,St. Cloud State U.,555000,0,0,529000,0,13000,0,12000,0,0,1000,FedGovFunds,Minnesota,Public,No,No,2017
379,St. Cloud State U.,1304000,7000,0,214000,4000,19000,0,75000,0,17000,968000,InstitutionalFunds,Minnesota,Public,No,No,2017
289,St. Cloud State U.,689000,2000,0,23000,0,0,0,42000,0,0,622000,Nonprofit,Minnesota,Public,No,No,2017
336,St. Cloud State U.,412000,0,0,236000,0,0,0,55000,0,16000,105000,StateLocalGov,Minnesota,Public,No,No,2017
278,Western Kentucky U.,577000,0,0,19000,0,451000,0,0,0,107000,0,Business,Kentucky,Public (Kentucky Council on Postsecondary Education),No,No,2017
353,Western Kentucky U.,3808000,3000,396000,1702000,13000,787000,184000,64000,0,136000,523000,FedGovFunds,Kentucky,Public (Kentucky Council on Postsecondary Education),No,No,2017
265,Western Kentucky U.,5605000,19000,866000,1284000,86000,1055000,420000,344000,0,318000,1213000,InstitutionalFunds,Kentucky,Public (Kentucky Council on Postsecondary Education),No,No,2017
352,Western Kentucky U.,353000,0,8000,110000,0,224000,5000,6000,0,0,0,Nonprofit,Kentucky,Public (Kentucky Council on Postsecondary Education),No,No,2017
327,Western Kentucky U.,471000,0,0,108000,30000,276000,0,2000,0,39000,16000,StateLocalGov,Kentucky,Public (Kentucky Council on Postsecondary Education),No,No,2017
279,Lawrence Technological U.,571000,0,0,0,0,0,0,0,0,370000,201000,Business,Michigan,Private,No,No,2017
543,Lawrence Technological U.,767000,0,0,1000,0,16000,0,0,0,552000,198000,FedGovFunds,Michigan,Private,No,No,2017
592,Lawrence Technological U.,36000,0,0,3000,0,0,0,0,0,24000,9000,InstitutionalFunds,Michigan,Private,No,No,2017
334,Lawrence Technological U.,419000,0,0,0,0,0,0,0,0,375000,44000,Nonprofit,Michigan,Private,No,No,2017
409,Lawrence Technological U.,149000,0,0,0,0,0,0,0,0,149000,0,StateLocalGov,Michigan,Private,No,No,2017
285,Alaska Pacific U.,525000,0,525000,0,0,0,0,0,0,0,0,Business,Alaska,Private,No,No,2017
559,Alaska Pacific U.,665000,0,198000,54000,0,0,0,0,0,0,413000,FedGovFunds,Alaska,Private,No,No,2017
544,Alaska Pacific U.,22000,0,22000,0,0,0,0,0,0,0,0,Nonprofit,Alaska,Private,No,No,2017
479,Alaska Pacific U.,36000,0,36000,0,0,0,0,0,0,0,0,StateLocalGov,Alaska,Private,No,No,2017
292,"California State Polytechnic U., Pomona",456000,0,0,329000,0,0,39000,0,0,88000,0,Business,California,Public,No,Yes,2017
368,"California State Polytechnic U., Pomona",3231000,456000,380000,1223000,0,687000,0,0,0,479000,6000,FedGovFunds,California,Public,No,Yes,2017
421,"California State Polytechnic U., Pomona",857000,20000,13000,646000,0,10000,13000,0,0,140000,15000,InstitutionalFunds,California,Public,No,Yes,2017
502,"California State Polytechnic U., Pomona",50000,2000,0,10000,0,6000,7000,2000,0,18000,5000,Nonprofit,California,Public,No,Yes,2017
243,"California State Polytechnic U., Pomona",1269000,0,0,974000,0,0,0,0,0,190000,105000,StateLocalGov,California,Public,No,Yes,2017
294,Air Force Institute of Technology,445000,16000,0,0,0,90000,0,0,0,339000,0,Business,Ohio,Public,No,No,2017
198,Air Force Institute of Technology,25588000,1046000,1905000,0,366000,3505000,0,0,0,18736000,30000,FedGovFunds,Ohio,Public,No,No,2017
217,Air Force Institute of Technology,9700000,974000,460000,0,172000,1073000,0,0,0,7021000,0,InstitutionalFunds,Ohio,Public,No,No,2017
295,Duquesne U.,443000,0,6000,286000,0,52000,10000,0,0,0,89000,Business,Pennsylvania,Private,No,No,2017
315,Duquesne U.,5759000,0,0,4025000,1000,658000,0,0,0,275000,800000,FedGovFunds,Pennsylvania,Private,No,No,2017
223,Duquesne U.,9216000,0,15000,6301000,16000,1611000,14000,11000,0,337000,911000,InstitutionalFunds,Pennsylvania,Private,No,No,2017
234,Duquesne U.,1180000,0,88000,453000,0,63000,79000,7000,0,39000,451000,Nonprofit,Pennsylvania,Private,No,No,2017
307,Duquesne U.,599000,0,0,23000,0,26000,0,0,0,0,550000,StateLocalGov,Pennsylvania,Private,No,No,2017
300,Ball State U.,427000,391000,0,27000,0,9000,0,0,0,0,0,Business,Indiana,Public,No,No,2017
382,Ball State U.,2531000,431000,0,1115000,13000,262000,5000,257000,0,0,448000,FedGovFunds,Indiana,Public,No,No,2017
271,Ball State U.,5338000,379000,19000,1243000,76000,101000,29000,548000,0,0,2943000,InstitutionalFunds,Indiana,Public,No,No,2017
406,Ball State U.,203000,32000,2000,53000,0,26000,0,18000,0,0,72000,Nonprofit,Indiana,Public,No,No,2017
359,Ball State U.,298000,0,1000,134000,18000,0,0,26000,0,0,119000,StateLocalGov,Indiana,Public,No,No,2017
305,Marshall B. Ketchum U.,386000,0,0,386000,0,0,0,0,0,0,0,Business,California,Private,No,No,2017
599,Marshall B. Ketchum U.,368000,0,0,368000,0,0,0,0,0,0,0,FedGovFunds,California,Private,No,No,2017
440,Marshall B. Ketchum U.,758000,0,0,758000,0,0,0,0,0,0,0,InstitutionalFunds,California,Private,No,No,2017
306,Catholic U. of America,371000,0,0,27000,0,96000,1000,44000,0,133000,70000,Business,District of Columbia,Private,No,No,2017
215,Catholic U. of America,19857000,0,0,1925000,0,15676000,214000,0,0,1549000,493000,FedGovFunds,District of Columbia,Private,No,No,2017
304,Catholic U. of America,3365000,0,0,164000,0,2820000,24000,207000,0,144000,6000,InstitutionalFunds,District of Columbia,Private,No,No,2017
302,Catholic U. of America,578000,0,0,0,0,0,28000,174000,0,0,376000,Nonprofit,District of Columbia,Private,No,No,2017
425,Catholic U. of America,111000,0,0,0,0,0,0,0,0,111000,0,StateLocalGov,District of Columbia,Private,No,No,2017
309,Montana Tech of U. Montana,346000,0,55000,28000,0,0,0,0,0,263000,0,Business,Montana,Public (Montana U. System),No,No,2017
331,Montana Tech of U. Montana,5019000,0,687000,316000,0,217000,0,0,0,3799000,0,FedGovFunds,Montana,Public (Montana U. System),No,No,2017
357,Montana Tech of U. Montana,1649000,37000,786000,73000,0,26000,0,0,0,727000,0,InstitutionalFunds,Montana,Public (Montana U. System),No,No,2017
114,Montana Tech of U. Montana,6045000,0,5694000,253000,0,0,0,0,0,98000,0,StateLocalGov,Montana,Public (Montana U. System),No,No,2017
312,Tennessee State U.,300000,128000,0,60000,0,0,0,0,0,112000,0,Business,Tennessee,Public,Yes,No,2017
264,Tennessee State U.,10557000,352000,0,6352000,160000,453000,316000,120000,0,1473000,1331000,FedGovFunds,Tennessee,Public,Yes,No,2017
252,Tennessee State U.,6445000,10000,0,5607000,3000,315000,4000,0,0,342000,164000,InstitutionalFunds,Tennessee,Public,Yes,No,2017
510,Tennessee State U.,44000,0,0,43000,0,0,1000,0,0,0,0,Nonprofit,Tennessee,Public,Yes,No,2017
285,Tennessee State U.,762000,0,0,13000,0,183000,7000,0,0,193000,366000,StateLocalGov,Tennessee,Public,Yes,No,2017
313,Missouri State U.,296000,0,0,203000,0,15000,0,0,0,78000,0,Business,Missouri,Public (Missouri Department of Higher Education),No,No,2017
377,Missouri State U.,2770000,0,99000,900000,0,149000,0,391000,0,1120000,111000,FedGovFunds,Missouri,Public (Missouri Department of Higher Education),No,No,2017
487,Missouri State U.,66000,0,0,63000,0,0,0,3000,0,0,0,Nonprofit,Missouri,Public (Missouri Department of Higher Education),No,No,2017
443,Missouri State U.,83000,0,0,60000,0,0,0,23000,0,0,0,StateLocalGov,Missouri,Public (Missouri Department of Higher Education),No,No,2017
314,Pacific U.,291000,0,0,291000,0,0,0,0,0,0,0,Business,Oregon,Private,No,No,2017
346,Pacific U.,4058000,0,0,1505000,28000,731000,566000,0,0,0,1228000,FedGovFunds,Oregon,Private,No,No,2017
365,Pacific U.,1451000,0,0,1295000,12000,32000,4000,19000,0,0,89000,InstitutionalFunds,Oregon,Private,No,No,2017
249,Pacific U.,973000,0,0,623000,34000,107000,0,19000,0,0,190000,Nonprofit,Oregon,Private,No,No,2017
264,Pacific U.,997000,0,0,33000,0,0,0,0,0,0,964000,StateLocalGov,Oregon,Private,No,No,2017
315,Albany State U.,288000,0,27000,261000,0,0,0,0,0,0,0,Business,Georgia,Public (U. System Georgia Board of Regents),No,No,2017
507,Albany State U.,1026000,0,0,764000,0,78000,0,0,0,0,184000,FedGovFunds,Georgia,Public (U. System Georgia Board of Regents),No,No,2017
447,Albany State U.,79000,0,0,79000,0,0,0,0,0,0,0,StateLocalGov,Georgia,Public (U. System Georgia Board of Regents),No,No,2017
319,Alcorn State U.,274000,0,0,274000,0,0,0,0,0,0,0,Business,Mississippi,Public (Mississippi State Institutions of Higher Learning),Yes,No,2017
283,Alcorn State U.,8634000,0,0,5803000,257000,0,0,1954000,0,620000,0,FedGovFunds,Mississippi,Public (Mississippi State Institutions of Higher Learning),Yes,No,2017
243,Alcorn State U.,7172000,0,0,4358000,80000,0,0,2698000,0,36000,0,InstitutionalFunds,Mississippi,Public (Mississippi State Institutions of Higher Learning),Yes,No,2017
523,Alcorn State U.,34000,0,0,34000,0,0,0,0,0,0,0,Nonprofit,Mississippi,Public (Mississippi State Institutions of Higher Learning),Yes,No,2017
